0,1,2
scyldignes,n, guiltyness
scyldleas,adj, guiltless
scyldlæta,n, bailiff
scyldwiga,n, warrior
scyldwite,n, fine for a crime of violence
scyrte,n, a short garment
scyte,n, shooting
scytefinger,n, forefinger
scytelfinger,n, forefinger
scytta,n, shooter
scyttan,v, to shut
sealde,v, third-person and first-person preterite singular 
sealdnes,n, a giving
sealf,n, salve
sealh,n, willow
sealt,n, common salt (sodium chloride)
sealtan,v, to salt
sealten,adj, salt
sealtern,n, saltworks
sealtian,v, to dance
sealtnes,n, saltness
sealtyþ,n, salt-wave
seam,n, seam
seamere,n, tailor
seamestre,n, seamstress
searmonaþ,n, June
searu,n, machine
searuhabbend,n, armed warrior
seaw,n, sap
seax,n, knife
seaþ,n, pit
secan,v, to look for
secg,n, man
secgan,v, to say
secgsceara,n, quail
sefa,n, spirit
sefte,adj, soft
segl,n, sail
seglian,v, to sail
segn,n, a sign
seht,n, settlement
sehtlian,v, to settle [a dispute]
sel,n, room
selden,adj, rare
sele,n, great hall
selerædend,n, hall-counsellor
selerædende,n, plural of selerǣdend
selfa,adj, weak nominative masculine singular 
selfbana,n, one who kills himself
selfcwala,n, one who commits suicide (suicider or suicidee)
selfcwalu,n, suicide
selflic,adj, of one's own accord
sellan,v, to give
sellend,n, a giver
sellendlic,adj, being given
sellic,adj, strange
sencan,v, to make sink
sendan,v, to send
senep,n, mustard
sengan,v, to singe
seo,n, pupil (of the eye)
seoc,adj, sick
seocnes,n, sickness
seod,n, a moneybag
seofonfeald,adj, sevenfold
seofonnihte,adj, seven days old
seohtre,n, a pipe through which a small stream is directed
seolc,n, silk
seolcen,adj, made of silk
seolcwyrm,n, silkworm
seolfor,n, silver
seolh,n, seal (animal)
seolhyþa,n, waves where the seal swims
seomian,v, to lie heavily
seon,v, to see
seonoþ,n, synod
seonoþlic,adj, synodal
seonu,n, sinew
seoslig,adj, afflicted
seoþan,v, to cook
sepan,v, to cause to perceive
set,n, seat
setl,n, sitting
setlgang,n, setting
setlgangende,adj, setting (sun)
settan,v, to set
seþan,v, to declare true
seþend,n, a person who affirms or asserts
seþung,n, attestation
sibb,n, kinship
sibbegedriht,n, band of kinsmen
sibbleger,n, incest
sibling,n, relative
sibræden,n, kinship
sicerian,v, to ooze
sicettan,v, to sigh
sicol,n, sickle
sicor,adj, secure
sicornes,n, certainty
sid,adj, wide
side,n, side
sidfæþmed,adj, broad-beamed
sidu,n, custom
sieltan,vt, to salt
sien,n, power of sight
sierce,n, shirt
siextigfeald,adj, sixtyfold
sife,n, sieve
siftan,v, to sift
sigan,v, to sink
sige,n, victory
sigebeam,n, tree of victory
sigegefeoht,n, a victorious battle
sigehreþig,adj, triumphant
sigelhweorfa,n, a heliotrope flower
sigelic,adj, victorious
sigetacen,n, sign of victory
siglan,v, to sail
sigor,n, victory
sigorian,v, to vanquish
sigortacen,n, sign of victory
sigorwuldor,n, the glory of the victor
sihþ,n, sight (ability to see)
sima,n, cord
sinc,n, treasure
sincan,v, to sink
sinceald,adj, very cold
sincfag,adj, adorned with treasure
sincgiefa,n, a lord
sinder,n, cinder
sinewealt,adj, round (circular
sinewealtnes,n, roundness (circularity or sphericity)
singal,adj, continual
singan,v, to sing
singrene,n, houseleek
sinhweorfan,v, to turn or change perpetually
sinnan,v, to heed
sinniht,n, everlasting night
sinu,n, sinew
sittan,v, to sit
siwian,v, to sew
sixfeald,adj, sixfold
siþ,adj, late
siþfæt,n, expedition
siþian,v, to travel
slaga,n, a killer
slapian,vt, to cause to sleep
slaw,adj, slow
slawyrm,n, slowworm
slean,v, to hit
slecg,n, sledgehammer
slege,n, blow
slegel,n, an instrument for striking a harp
slidan,v, to slide
slief,n, sleeve
sliefe,n, synonym of slīef
sliefescoh,n, slipper
sliefleas,adj, sleeveless
sliepan,vt, to slip
sliepescoh,n, slipper
slifan,v, to cut
sliht,adj, level
slipor,adj, slippery
slitan,v, to tear
sliþe,adj, fierce
sloh,n, slough
slupan,v, to slip
slæc,adj, lazy
slæp,n, sleep
slæpan,v, to sleep
slæpern,n, dormitory
slæpleas,adj, sleepless
slæpleast,n, sleeplessness
slæwþ,n, sloth
smalan,adj, weak accusative feminine and masculine singular 
smalum,adj, strong dative no and masculine singular 
smeag,adj, creeping in
smeagan,v, consider
smeage,v, first-person singular present indicative 
smearcian,v, to smile
smeart,adj, painful
smeortan,v, to smart
smeortung,n, a smarting
smeoru,n, fat
smeþe,adj, smooth
smicer,adj, beauteous
smitan,v, to daub
smiþ,n, smith
smiþian,v, to smith (make out of metal or wood)
smiþþe,n, a smith's workshop: smithy
smoca,n, smoke
smocian,v, to smoke (emit smoke)
smugan,v, to creep
smæc,n, smack
smæccan,v, to taste
smæl,adj, small
snaca,n, snake
snaed,n, a parcel of wooded land
snaw,n, snow
snawig,adj, snowy
snegel,n, a snail or slug
snican,v, to crawl
sniwan,v, to snow
sniþan,v, to cut
snoru,n, daughter-in-law
snotor,adj, wise
snytan,v, to blow one's nose
socc,n, sock
soce,v, second-person singular past indicative 
socn,n, a seeking
sodomisc,adj, Sodom
softe,adj, soft
sol,n, sun
sole,n, sole
solian,vt, to soil
solmonaþ,n, February
solsece,n, the heliotrope flower
son,n, a musical sound
soncræft,n, music
sorg,n, worry
sorgian,v, to worry
sorhful,adj, full of care or anxiety
sorhleas,adj, free from care or anxiety
sot,n, soot
soþ,adj, true
soþe,adj, weak nominative no and feminine singular 
soþgiedd,n, true story
soþian,v, to prove true
soþlic,adj, true
soþtacen,n, true sign
spadu,n, spade
spala,n, substitute
spane,n, teat
spann,n, span (of a hand
spannan,v, to span
sparian,v, to spare
spearca,n, a spark
spearlira,n, calf (of the leg)
spearwa,n, sparrow
sped,n, success
spedan,v, to have success
spedig,adj, prosperous
spel,n, news
spelc,n, a splint
spelcan,v, to bind with splints
speld,n, splinter
spelian,v, to substitute for
spellian,v, to talk
spendan,vt, to spend
spere,n, spear
sperehealf,n, male line of descent
spic,n, bacon
spicing,n, spike
spildan,v, to destroy
spilian,v, to play
spillan,v, to destroy
spind,n, fat
spinel,n, spindle
spinelhealf,n, female line of descent
spinnan,v, to spin
spittan,v, to spit
spitu,n, spit (of wood
spiwan,v, to vomit
spiþra,n, spider
splott,n, a plot or parcel of land
spon,n, chip
spor,n, track
spowan,v, to succeed
sprecan,v, to speak
sprecol,adj, talksome
sprengan,vt, to scatter something
spreot,n, pole
springan,v, to leap
spryttan,vi, to spring
spræc,n, speech
spræcful,adj, talkative
spræcleas,adj, speechless
sprædan,v, to spread
spurnan,v, to kick
spyrd,n, stadium
spyrian,v, to track
spyrigung,n, enquiry
spær,adj, scanty
spætan,v, to spit
staca,n, stake
stacga,n, stag
stalu,n, stealing
stan,n, stone
stanas,n, plural of stān
stand,n, delay
standan,v, to stand
stanfah,adj, worked with stones
stanig,adj, stony
staniht,adj, stony
stanrocc,n, a high rock
stanweall,n, stonewall
stanweorc,n, stonework
stapol,n, basis
starian,v, to stare
staþol,n, foundation
staþolfæst,adj, steadfast
staþolfæstlic,adj, steadfast
staþolfæstnes,n, steadfastness
staþolfæstnian,v, synonym of ġestaþolfæstnian
staþolfæstnung,n, foundation
staþolian,v, to establish
staþoliend,n, founder
staþolnes,n, firmament
staþolung,n, founding
staþolæht,n, estate
stealc,adj, lofty
stealcung,n, the act of going stealthily
steall,n, a position
steam,n, steam (water vapor)
steap,adj, steep
stearc,adj, severe
stearcmod,adj, stubborn
steartlian,v, to kick or struggle
stede,n, place
stedefæst,adj, firmly fixed
stedefæstnes,n, steadfastness
stefn,n, voice
stelan,v, to steal
stellan,v, to set
stemn,n, stem
stempan,v, to stamp or stomp
stenc,n, smell
steopcild,n, stepchild
steopdohtor,n, stepdaughter
steopfæder,n, stepfather
steopmodor,n, stepmother
steopsunu,n, stepson
steor,n, young bull
steore,n, direction
steorend,n, director
steorfa,n, pestilence
steorfan,v, to die
steorleas,adj, without restrain
steorn,n, forehead
steorra,n, star
steort,n, tail
steorwiglere,n, astronomer
steppan,v, to step
sticca,n, stick
stice,n, stitch
stician,vt, to pierce
stiele,n, steel
stielen,adj, made of steel
stieman,v, to give off
stiepel,n, tower
stieran,v, to steer
stif,adj, Stiff
stig,n, path (especially steep or narrow)
stigan,v, to go
stigel,n, stile
stillan,vi, become calm
stille,adj, still
stilnes,n, stillness
stincan,v, to smell (give off a scent)
sting,n, sting
stingan,v, to stab
stirc,n, stirk
stoc,n, house
stocc,n, stock
stod,n, an enclosure for breeding horses
stofn,n, stem
stol,n, chair
stoppian,v, to stop
stor,n, frankincense
storc,n, stork
storm,n, storm
stow,n, a place
stowlic,adj, local
stracian,v, to stroke
strand,n, beach
strang,adj, strong
stream,n, flowing water
streaw,n, straw
streawberige,n, strawberry
streawian,v, to strew
streccan,v, to stretch
stregdan,v, to strew
streng,n, string
strengest,adj, superlative of strang
strengra,adj, comparative of strang
strengþu,n, physical strength
strican,v, to pass lightly over
stridan,v, to stride
striend,n, generation
strod,n, marshy land (overgrown with brushwood)
strudan,v, to pillage
struta,n, ostrich
stryndan,v, to waste
stræc,adj, strict
stræl,n, an arrow
stræt,n, road
studu,n, prop
stulor,adj, furtive
stund,n, time
stunda,n, plural of stund
stunde,n, plural of stund
stunian,vi, to make a loud sound
stunt,adj, stupid
stupian,v, to stoop
stybb,n, stump of a tree
stycce,n, piece
styntan,v, to blunt
styrede,v, past tense of styrian
styria,n, sturgeon
styrung,n, movement
stæf,n, staff
stæfcræft,n, grammar
stæfgefeg,n, a combination of letters
stæfleahter,n, grammatical error
stæflic,adj, literal
stæfrof,n, alphabet
stæfwis,adj, learned
stæfwritere,n, writer
stæg,n, a stay (rope)
stægel,adj, steep
stæger,n, stair
stæl,n, place
stælan,v, to establish
stælhran,n, decoy reindeer (used to catch wild reindeer)
stælwierþe,adj, able to stand in good stead
stæna,n, a stean [stone or earthen vessel]
stænen,adj, made of stone
stæpe,n, step
stær,n, starling
su,n, sow (female pig)
sucan,v, to suck
successe,n, outcome
sufel,n, anything eaten with bread
sugan,v, to suck
sugu,n, sow (female pig)
sul,n, plough
sulh,n, plough (implement)
sumerhus,n, summerhouse
sumerlæcan,v, to draw near to summer
sumor,n, summer
sumorlic,adj, summer
sunbryne,n, sunburn
sund,n, swimming
sundrian,v, to sunder
sundwudu,n, ship
sunlic,adj, solar
sunnandæg,n, Sunday
sunnanmorgen,n, Sunday morning
sunnanniht,n, Saturday night
sunnanæfen,n, Saturday evening
sunne,n, sun
sunnebeam,n, sunbeam
sunnfolgend,n, the heliotrope flower
sunsunu,n, a grandson
sunu,n, son
sunwlitig,adj, beautiful with the sunshine
sur,adj, sour
sure,n, sorrel
surnes,n, sourness
susl,n, torment
suþ,adj, south
suþerne,adj, southern
swamm,n, mushroom
swan,n, swan
swapan,v, to sweep
swaru,n, an oath
swat,n, sweat
swatþyrel,n, pore
swaþrian,v, to subside
swealwe,n, swallow (bird)
sweard,n, skin
swearm,n, swarm
sweart,adj, swarthy
sweartian,v, to blacken
sweartness,n, blackness
swebban,v, to send to sleep
swefan,v, to sleep
swefl,n, sulfur
sweflen,adj, sulfurous
sweflenum,adj, strong dative no and masculine singular 
swefn,n, dream
sweg,n, unregulated sound
swegan,v, to make a noise
swegelwuldor,n, the glory of heaven
sweger,n, mother-in-law
swegl,n, the heavens
swelgan,v, to swallow
swellan,v, to swell
sweltan,v, to die
sweltaþ,v, 123 plural present indicative 
swencan,v, to cause to labor
sweofot,n, sleep
sweor,n, father-in-law
sweora,n, neck
sweorcan,v, to darken
sweord,n, a sword
sweorfan,v, to scour
sweostor,n, sister
sweotol,adj, clear
swerian,v, to swear (an oath)
swete,adj, sweet
swetnes,n, sweetness
sweþel,n, a swathe
swic,n, deception
swica,n, deceiver
swican,v, to wander
swicdom,n, deceit
swicol,adj, deceitful
swifan,v, to move in a course
swift,adj, swift
swiftnes,n, swiftness
swige,n, silence
swigian,v, to be silent
swimman,v, to swim
swin,n, pig
swinc,n, toil
swincan,v, to toil
swince,v, first-person singular present 
swindan,v, to waste away
swingan,v, to swing
swinhierde,n, swineherd
swinn,n, melody
swinsian,v, to sound melodiously
swiþ,adj, strong
swiþan,v, to strengthen
swiþferhþ,adj, strong-hearted
swiþlic,adj, immense
swiþness,n, strength
swiþra,adj, right (direction)
swogan,v, to resound
swogen,adj, senseless
swæcc,n, flavor
swær,adj, heavy
swæs,adj, dear
swæse,adj, weak nominative no and feminine singular 
swæslæcan,v, to flatter
swætan,v, to sweat
swæþ,n, track
syferlic,adj, sober
syferness,n, sobriety
syferæte,adj, moderate in eating
syflige,n, dish eaten with bread
syfre,adj, sober
syl,n, pillar
synderlic,adj, special
syndrian,v, to sunder
synful,adj, sinful
syngian,v, to sin
synleas,adj, without sin
synn,n, sin
synnig,adj, sinful
sæ,n, sea
sæbat,n, ship
sæcc,n, battle
sæcyrr,n, a withdrawal of the sea
sæd,adj, full
sædeor,n, sea beast
sæfæreld,n, sea passage
sægrund,n, the bottom of the sea
sæl,n, room
sælac,n, sea-gift
sælan,v, to bind (with rope)
sælig,adj, blessed
sæliþend,n, seafarer
sælþ,n, happiness
sæmest,adj, worst
sæmeþe,adj, sea-weary
sæmra,adj, worse
sæp,n, sap (of plants etc.)
sæpig,adj, full of sap
sæteresdæg,n, Saturday
sæterndæg,n, Saturday
sæternesdæg,n, Saturday
sæweard,n, coast guard
sæwuda,n, plural of sæwudu
sæwudu,n, boat
sæyþ,n, sea-wave
sæþeof,n, pirate
ta,n, toe
tacan,v, to take
tacn,n, sign
tacnian,v, to mark
tacnung,n, an indication
tacor,n, husband's brother
talente,n, talent [money
talian,v, to suppose
talu,n, account
tam,adj, tame
tan,n, twig
tannere,n, one who tans hides
tannian,v, to tan [hides]
tapor,n, taper
targa,n, a light shield
tawian,v, to prepare
teag,n, cord
tealtrian,v, to shake
team,n, childbirth
tear,n, tear (drop of liquid from the tear duct)
teld,n, tent
telg,n, dye
telga,n, a branch
tellan,v, to count
temesian,v, to sift
temian,v, to tame
tempel,n, temple 
tendan,v, to kindle
teon,v, to drag
teond,n, one who draws or pulls
teorian,v, to tire (intransitory)
teors,n, penis
teran,v, to tear
termen,n, a term
teru,n, tar
ticcen,n, a young goat
tid,n, time as a defined period or span
tide,n, plural of tīd
tidwritere,n, chronicler
tiegan,vt, to tie
tieman,v, to give birth
tienfeald,adj, tenfold
tieran,v, (of eyes) to tear or water
tiergan,v, to worry
tife,n, a female dog
tigele,n, tile
tiger,n, tiger
til,adj, good (morally good
tilian,v, to obtain
tima,n, a time
timber,n, timber
timbrian,v, to build
timbrung,n, building
timpana,n, a small drum
tin,n, tin
tinclian,v, to tickle
tind,n, a point or prong on a weapon or implement
tinen,adj, tin
tintregian,v, to torment
tir,n, fame
titt,n, tit
tiwesdæg,n, Tuesday
toberstan,v, to burst asunder
tobrecan,v, to break asunder or into pieces
tocnyssan,v, to crush to pieces
tocweþan,v, to forbid
tocyme,n, arrival
tocyrran,v, to turn in different directions
todreosan,v, to fall to pieces
todrifan,v, to drive apart
todælan,v, to divide
tofaran,v, to go in different directions
tofeallan,v, to fall to pieces
toferan,v, to go in different directions
toflowan,v, to flow in different directions
togan,v, to go in different directions
togang,n, access
togecorennes,n, adoption
togeiecendlic,adj, adjectival
togeotan,v, to diffuse
togesceadan,v, to expound
togian,v, to tow
togotennes,n, diffusion
toh,adj, tough
toheawan,v, to hew or cut to pieces
tohladan,v, to disband
tohopa,n, hope
tohreran,v, to shake apart
tohweorfan,v, to go in different directions
tohyht,n, hope
toiecan,v, to add to
toiecnes,n, increase
tol,n, tool
tolicgan,vi, to lie or run in different directions
toliesan,v, to release from a bond or bonds
toll,n, tax
tolucan,v, to pull or wrench asunder
tolætan,v, to let go in different directions
tom,adj, empty
tomearcian,v, to distinguish
tomearcodnes,n, a description
tonama,n, a surname
tonemnan,v, to name separately
torfian,v, to throw
torht,adj, bright
torn,adj, bitter
torr,n, tower
tosamnian,v, to assemble
tosawan,v, to sow broadcast
tosceadan,vt, to divide into two
tosendan,v, to send in different directions
toseþan,v, to prove
toslitan,v, to tear apart
tosmeagan,v, to examine in detail
tosundrian,v, to separate
toteon,v, to tear or pull to pieces
totwæman,v, to divide
totwæmednes,n, division
toweard,adj, future
toweardnes,n, the future
toweorpan,v, to throw in different directions
toweorpendlic,adj, destructible
toworpennes,n, desolation
towrecan,v, to drive in different directions
towritan,v, to describe
toætiecan,v, to increase
toætiecnes,n, increase
toþ,n, tooth
toþgar,n, toothpick
toþleas,adj, toothless
toþsticca,n, toothpick
traht,n, text
trahtian,v, to treat
trahtnian,v, synonym of trahtian
tramet,n, page (of a book)
tredan,v, to step on
treg,n, a wooden board with a low rim
trega,n, pain
trendel,n, ring
treow,n, truth
treowe,adj, true
treowsian,v, to commit oneself
treowwyrhta,n, carpenter
trig,n, a wooden board with a low rim
triwen,adj, wooden
trog,n, trough
trucian,v, to fail
trum,adj, strong
truwian,v, to trust
trymman,v, to strengthen
tucian,v, to disturb
tudor,n, offspring
tumbere,n, tumbler
tumbian,v, to tumble
tun,n, an enclosed piece of ground
tunas,n, plural of tūn
tunge,n, a tongue
tunggelælle,adj, talkative
tunglen,adj, star
tunglere,n, an astrologer
tungol,n, celestial body
tungolbære,adj, starry
tungolcræft,n, astronomy
tunne,n, barrel
turf,n, turf
turnian,v, to turn on a lathe
turtle,n, turtle dove
tux,n, canine tooth
twegen,adj, two
twelffeald,adj, twelvefold
twentigfeald,adj, twentyfold
tweo,n, doubt
tweogan,v, to doubt
twiccian,v, to twitch
twidælan,v, to halve
twiecge,adj, double-edged
twifeald,adj, twofold
twifealdnes,n, doubleness
twifere,adj, accessible by two ways
twiferlæcan,v, to dissociate
twifete,adj, bipedal
twihycgan,v, to think differently
twinn,adj, occurring as a pair
twirædness,n, discord
twiscyldig,adj, condemned to a double penalty
twisla,n, the fork of a river
twæman,v, to divide
twæming,n, division
tydre,adj, easily broken
tyge,n, tug
tyht,n, that which is drawn
tyhtan,v, to draw
tyhten,n, incitement
tyhtend,n, inciter
tyhtendlic,adj, able to urge or encourage
tyhtere,n, inciter
tyhting,n, persuasion
tyhtnes,n, instigation
tynan,v, to enclose
tyncen,n, a small barrel
tynder,n, tinder
tysca,n, buzzard
tæcan,v, to show
tæcing,n, the pointing out of a course to be followed
tægl,n, tail
tælmearc,n, date
tænel,n, a wicker basket
tæppa,n, tap
tæppe,n, band
tæppere,n, one who sells wine
tæppestre,n, a female tavern-keeper
tæppian,v, to tap
tæsan,v, to tease (fibres)
uder,n, udder
uferian,v, to elevate
ufeweard,adj, upper (part of)
uhta,n, the last part of the night
uhtcaru,n, pre-dawn anxiety
uhtceare,n, dative and accusative singular 
ulan,n, plural of ūle
ule,n, owl
unasundrodlic,adj, inseparable
unbryce,adj, useless
uncamprof,adj, unwarlike
unclæne,adj, unclean
uncnyttan,v, to unknot
uncumliþe,adj, inhospitable
uncumliþnes,adj, inhospitality
uncuþ,adj, unknown
undeadlic,adj, immortal
undeadlicnes,n, immortality
undeop,adj, shallow
underberan,v, to support
underbugan,v, to submit
underburg,n, suburb
undercierran,v, to subvert
underfon,v, to receive
undergan,v, to ruin
undergangan,v, to undergo
underiendlic,adj, innoxious
undern,n, terce
underniman,v, to steal
undernmæl,n, morning-time
undersecan,v, to investigate
undersmeagan,v, to search or examine beneath
understandan,v, to understand
underwritan,v, to write under
underþeodan,v, to subjugate
undiere,adj, cheap
undruncen,adj, sober (not drunk)
undæd,n, a crime
uneaþe,adj, hard
unefen,adj, unequal
unfealdan,v, to unfold
unforbugendlic,adj, inevitable
unforesceawod,adj, unforeseen
unforht,adj, unafraid
unfrod,adj, not old
unfrodnes,n, ignorance
unfulfremed,adj, imperfect
unfulfremednes,n, imperfection
unfæger,adj, not fair
ungeendiendlic,adj, indefinite
ungefæd,n, indiscretion
ungehiersum,adj, disobedient
ungehiersumnes,n, disobedience
ungelic,adj, different
ungelæred,adj, unlearned
ungemæte,adj, immeasurable
ungenemnendlic,adj, unnameable
ungescead,adj, indiscreet
ungesewenlic,adj, invisible
ungeswenced,adj, unwearied
ungewemmed,adj, unspotted
ungewemmednes,n, purity
ungewintred,adj, not full-grown
ungewunelic,adj, unusual
ungewæpnod,adj, unarmed
ungleaw,adj, unwise
ungleawnes,n, want of understanding
ungleawscipe,n, lack of understanding
ungod,adj, not good
ungripendlic,adj, irreprehensible
ungyrdan,v, to ungird
unhal,adj, in bad health
unhalig,adj, unholy
unhlisa,n, infamy
unlar,n, evil teaching
unligne,adj, undeniable
unlyft,n, malaria
unlæd,adj, poor
unmann,n, brute
unmennisclic,adj, inhumane
unmihtig,adj, not mighty
unmihtlic,adj, impossible
unmiltsiendlic,adj, unforgivable
unnan,v, to grant or bestow (+ dat (person) + gen (thing))
unnytlic,adj, useless
unnytwierþe,adj, useless
unoferswiþendlic,adj, invincible
unriht,adj, not right
unrihthæmed,n, illicit sex
unrihtwis,adj, unjust
unrihtwisnes,n, injustice
unripe,adj, unripe
unsawen,adj, unsown
unscyld,n, innocence
unscyldig,adj, innocent
unseald,adj, ungiven
unsoþian,v, to disprove
unstaþolfæst,adj, unsettled
unstaþolfæstnes,n, instability
unswefn,n, bad dream
unsyferlic,adj, impure
unsyferness,n, impurity
unsyfre,adj, impure
unsælig,adj, unhappy
untiegan,vt, to untie
untime,adj, untimely
untwifeald,adj, not double
unwealt,adj, steady
unweder,n, bad weather
unwemme,adj, spotless
unwemming,n, uncorruptedness
unweorþlic,adj, of little worth
unwindan,v, to unwind
unwis,adj, unwise
unwitod,adj, uncertain
unwittig,adj, without understanding or wit
unwiþmetendlic,adj, incomparable
unwæstmbære,adj, barren
unwæterig,adj, unwatery
unþanc,n, ill-will
unþeaw,n, bad habit
upbregdan,v, to reproach
upcuman,v, to come up
upcund,adj, supernal
upeard,n, dwelling on high
upengel,n, a heavenly angel
upfæreld,n, journey up
upgan,v, to go up
upgang,n, a rise
upriht,adj, upright
uprodor,n, firmament
ur,n, aurochs
utdragan,v, to remove
utera,adj, outer
utfus,adj, eager to leave
utfæreld,n, a going out
utgan,v, to go out
utgang,n, exit (a way out or a departure)
utgefeoht,n, foreign war
utlaga,n, an outlaw
utlenda,n, a non-native
utlendisc,adj, outlandish
utlædan,v, to lead out
utlæs,n, pasture away from a house
uton,v, first person plural imperative indicator
utscyte,n, an outfall
uþmæte,adj, immense
uþwita,n, philosopher
uþwitegung,n, philosophy
uþwitian,v, to philosophize or study philosophy
uþwitlic,adj, philosophical
wa,n, woe
wac,adj, pliant
wacan,v, to awake
wacian,v, to be/stay awake
wacnes,n, weakness
wacol,adj, watchful
wacor,adj, watchful
wacu,n, wake
wacung,n, vigilance
wad,n, woad
wadan,v, to go
wafian,v, to wave
wag,n, wall (of a building or a house)
wagian,v, to sway
wagrift,n, curtain
wagþyrel,n, a doorway or an entrance to a room
wamb,n, belly
wambadl,n, stomach ache
wancol,adj, unstable
wand,n, mole (animal)
wandeweorpe,n, mole (mammal of the Talpidae family)
wandian,v, to hesitate
wandrian,v, to wander
wang,n, plain
wange,n, cheek
wangtoþ,n, molar [tooth]
wanian,v, to complain
wann,adj, dark
wansceaft,n, misery
wansælig,adj, unhappy
warian,v, to beware
waroþ,n, shore
waru,n, care
wascan,v, to wash
wase,n, soft mud
wasend,n, the throat or gullet
waþ,n, wandering
wea,n, misfortune
wealcan,v, to move around
wealcian,vt, to roll up
wealcol,adj, mobile
weald,n, forest
wealda,n, ruler
wealdan,v, to rule
wealdend,n, controller
wealh,n, foreigner
wealhhafoc,n, gyrfalcon
wealhhnutu,n, walnut
wealhstod,n, translator
weall,n, wall
weallan,v, to well
weallian,v, to wander
weard,n, guardian
weardian,v, to guard
wearg,n, criminal
weargcweþan,v, to curse
wearm,adj, warm
wearn,n, reluctance
wearnian,vi, to be aware
wearp,n, warp
wearr,n, callus
wearriht,adj, calloused
wearte,n, wart
weatacen,n, token of woe
weax,n, wax
weaxan,v, to grow
weaxcandel,n, wax candle
webb,n, web
webbestre,n, (female) weaver
weccan,v, to wake
wecg,n, wedge
wecgan,v, to move
wedd,n, pledge
weddian,v, to pledge
weddung,n, betrothal
weder,n, weather
wedertacen,n, sign of good weather
wedlac,n, pledge
wefan,v, to weave
weg,n, path
wegan,v, to carry
wela,n, wealth
weler,n, lip
well,n, well
welwillende,adj, benevolent
welwillendnes,n, benevolence
weman,v, to sound
wemman,v, to spot
wemmend,n, a fornicator
wemming,n, pollution
wen,n, hope
wenan,v, to think (be of a certain opinion)
wendan,vt, to turn or change position
wenian,vt, to accustom
wenn,n, wen (cyst on the skin)
weod,n, a weed
weodian,v, to weed
weodmonaþ,n, August
weofod,n, altar
weoh,n, idol
weorc,n, work
weorcmann,n, workman
weorcræden,n, work
weorcsum,adj, painful
weorold,n, world
weoroldræden,n, the way of the world
weorpan,v, to throw
weorþ,adj, worth
weorþan,v, to become
weorþian,v, to honour
weorþleas,adj, worthless
weorþlic,adj, of worth or value
weorþmynd,n, worldly honour
weorþscipe,n, the state of being worthy
weorþung,n, an evaluation
wepan,v, to weep
wer,n, man
werian,v, to wear
werig,adj, weary
werleas,adj, without a husband
werlic,adj, male
werod,n, troop
werwulf,n, werewolf
wesan,v, to be
wese,adj, moist
wesend,n, aurochs
westan,v, to ravage
weste,adj, desolate
westen,n, wasteland
westerne,adj, western
weþe,adj, mild
weþer,n, wether
wic,n, settlement
wicca,n, wizard
wiccan,n, plural of wiċċa
wicce,n, witch
wiccecræft,n, the practice of witches
wiccedom,n, witchcraft
wiccung,n, witching
wice,n, week
wiceard,n, dwelling-place
wicg,n, horse
wicga,n, insect
wicing,n, Viking
wid,adj, wide
widsiþ,n, long journey
widuwe,n, widow
wieldan,v, to control
wielisc,adj, foreign
wielm,n, that which wells (up) or seethes
wieltan,vt, to roll
wielwan,vt, to roll
wierdan,v, to hurt
wiergen,n, she-wolf
wiergþu,n, curse
wiernan,v, to refuse
wif,n, woman
wifer,n, missile
wifgemana,n, sexual intercourse with a woman
wifian,v, to take as wife
wifleas,adj, without a wife
wiflic,adj, female
wifmann,n, woman
wifmenn,n, plural of wīfmann
wig,n, war
wiga,n, warrior
wigan,v, to fight
wigbære,adj, warlike
wigle,n, divination
wiglere,n, diviner
wiglian,v, to divine
wiglung,n, divination
wigsmiþ,n, warrior
wigweorþung,n, idolatry
wiht,n, creature
wil,n, wile
wilcuma,n, welcome
wilddeor,n, wild animal
wilddeorlic,adj, like a wild animal
wilde,adj, wild
wildor,n, a wild beast
wilgesiþ,n, dear companion
wilgesiþas,n, plural of wilġesīþ
willa,n, desire
willan,v, to want
willian,v, to will
wilnian,v, to ask for
wilweorþung,n, well worship (the worship of a well or fountain that is characterized by tying cloth to trees near them)
wimpel,n, a veil
win,n, wine
winberige,n, grape
wincel,n, nook
wincian,v, to close the eyes
wind,n, wind
windan,v, to circle
windbære,adj, windy
windig,adj, windy
windruncen,adj, wine drunk
windscofl,n, fan
wine,n, friend
wineard,n, vineyard
winemæg,n, kinsman
winestra,adj, left (direction)
wingeard,n, vineyard
winhate,n, feast
winnan,v, to struggle
winstre,adj, left (opposite right)
winter,n, winter
winterbiter,adj, bitter with winter
winterburna,n, a stream that is full in winter
winterceald,adj, wintry-cold
wintercearig,adj, sad from old age or winter's gloom
winterdun,n, down or hill for winter-pasture
winterdæg,n, winter-day
winterfeorm,n, Christmas feast
winterfylleþ,n, October
wintergegang,n, destiny
wintergerim,n, reckoning by years
wintergetæl,n, number of years
wintergeweorp,n, wintry storm
wintergewæde,n, winter garment
winterhus,n, winterhouse
winterlic,adj, winter
winterlæcan,v, to draw near to winter
winterrim,n, number of years
winterscur,n, winter shower
winterselde,n, winter house
winterset,n, somewhere to stop in for winter
wintersetl,n, somewhere to stop in for winter
wintersufel,n, food (aside from bread) for winter
wintertid,n, wintertime
