0,1,2
ceorfdeor,n, insect
ceorian,vi, to murmur; complain (with or without just cause)
ceorl,n," a churl, a freedman ranked below a þegn but above a thrall"
ceorlboren,adj," low-born, not noble, common, country or free-born"
ceorlfolc,n, the common people
ceorlian,v, to marry (a man); take a husband
ceorlisc,adj," churlish, rustic, common"
ceorliscnes,n," churlishness, clownishness, rudeness, vulgarity"
ceorlleas,adj, without a husband
ceorran,v, to creak
ceosan,v, to choose
ceosol,n, gravel
ceowan,v, to chew
cepan,v, to keep (an eye on); observe; regard
cest,n, box; coffer
cetel,n, kettle
cicen,n, chicken
cidan,v," to chide, rebuke"
ciefes,n, concubine
ciefese,n, concubine
ciegan,v, to call; name
ciepe,n, onion
ciern,n, churn
cierr,n, a turn; an interval of time
cierran,vt, to turn; to make move
ciese,n, cheese
cietel,n," kettle, cauldron"
cild,n, child
cildhad,n, childhood
cildisc,adj, childish
cildlic,adj," childish, childlike"
cimban,v, to join
cinan,v, to burst; split into pieces; break into chinks
cinn,n, chin
cipp,n, a small piece of wood; a shaving; chip
circul,n, circle
circuladl,n, circle-disease; shingles
cirice,n, church
ciriclic,adj," church; ecclesiastical, ecclesiastic"
cirictun,n," churchyard, cemetery"
cirse,n, cherry
citelian,v, to tickle
citelung,n, tickling
ciþ,n, a young shoot of an herb or tree; a chit; sprout; germ; sprig; mote
clacu,n, the din of battle; battle
clam,n, mud
clawan,v, to claw or scratch
clawu,n, claw
claþ,n, cloth
clea,n," claw, nail"
cleafa,n, that which is cloven or separated
cleofan,v," to cleave, to split"
clerc,n," clergyman, clerk"
clif,n, a cliff; a group of rocks or crag
clifiht,adj," cliffy, steep"
clifstan,n, rock
climban,v, to climb
clingan,v," to whither, pine, shrink up, shrink together from heat or cold"
clipian,v," to call out, cry, appeal"
clipiendlic,adj, vocalic
clipol,adj, sounding
clipola,n, vowel; vowel sound
clipolgefeg,n, diphthong; combination of vowels or vowel sounds
cliwen,n," ball, sphere"
cliþa,n," plaster, salve, poultice"
clucge,n, bell
clud,n, stone; rock; boulder
clus,n," bar, bolt"
clut,n, patch
clyccan,v," to bend, incurve"
clyppan,v," to hug, embrace; cherish"
clysan,v," to close, shut"
clæcleas,adj, free; exempt; having immunity
clæg,n, clay
clæman,v, to smear
clæne,adj, clean
clænlic,adj," cleanly, pure, excellent, splendid"
clænsian,v," to clean, cleanse"
clæppan,v, to throb
cnafa,n, boy; lad; young man
cnapa,n, boy; lad; young man
cnawan,v, to know
cnawelæcing,n," acknowledgment, acknowledging"
cnearr,n," small ship, galley"
cneordlæcan,v, to be diligent
cneorim,n, the number of (one's) kin; family; progeny
cneoris,n, a generation
cneow,n, the knee
cnif,n, knife
cniht,n, boy
cnihthad,n, the period between childhood and manhood; youth; boyhood
cnihtlic,adj, boyish
cnihtwesende,adj," young, boyish"
cnocian,vi, to knock (rap one's knuckles against something)
cnosl,n, race
cnossian,vi," to beat, strike (against something)"
cnotta,n, knot
cnucel,n, the juncture of two bones; knuckle; joint
cnyll,n," a knell, ring of a bell"
cnyllan,v," to strike, knock, clap (such as a door or bell)"
cnyss,n," beating, pulsation"
cnyssan,v," to press, trouble"
cnyssung,n," striking, stroke"
cnyttan,v, to tie; bind
cnæwe,adj," knowing, cognizant"
coc,n, a cook
cocc,n," cock, a male bird"
cocer,n, a quiver for arrows
cocnian,v, to season food
codd,n, bag; sack
cofa,n, chamber
cofgod,n," household god, penates"
col,adj, cool (not hot or warm)
colian,v, to cool
copian,vit, to plunder; pillage; steal
copor,n, copper
copp,n, cup; vessel
corenscipe,n, election
corn,n," corn, a grain or seed"
cornbære,adj, corn-bearing
corona,n, crown
cosp,n," shackle, fetter"
coss,n, kiss
cost,n," option, choice; possibility"
costian,v," try, tempt"
costung,n, temptation
cot,n, cottage
cotas,n, plural of cot
coþu,n," disease, sickness"
crabba,n, crab
cracian,v, to resound
cradol,n, cradle
crafian,v, to crave
cran,n, crane (bird)
cranoc,n, crane [bird]
crawe,n, crow
creopan,v, to crawl
cribb,n, manger; stall
crincan,v, to curl
cringan,v," to fall, yield"
cristen,adj, Christian
cristendom,n, Christianity
crocca,n, a crock
cropp,n, the crop of a bird
croppa,n, crop
cruc,n, cross
crudan,v, to drive
cruma,n, fragment
crycc,n, crutch
crypel,n," cripple, disabled person"
cræft,n," strength, power"
cræftan,v," to craft, build"
cræftig,adj, strong; powerful
cræftleas,adj," artless, unskillful, skillless, innocent, simple, inexpert"
cræftlic,adj," artificial, synthetic"
cu,n, cow
cudele,n, cuttlefish
cuhyrde,n," a cowherd, a person in charge of the cows"
culfre,n, dove; pigeon
cuma,n, guest
cuman,v, to come
cumb,n," a hollow, narrow valley, combe"
cumliþe,adj, hospitable
cumliþian,v," to lodge, receive as a guest"
cumliþnes,adj, hospitality
cumpæder,n, grandfather
cunnan,v," to know, to be familiar with"
cunnian,v," to experience, learn to know"
cunnung,n, knowledge
cuppe,n, a small drinking vessel; cup
cusceote,n," woodpigeon, ringdove"
cuwearm,adj, (of milk) fresh from the cow
cuþ,adj," known, famous, renowned"
cuþa,n," acquaintance, relative"
cuþlæcan,v," to make known; publish, proclaim"
cwacian,v, to quake
cwalu,n," killing, violent death, slaughter"
cwead,n," dung, excrement"
cwealm,n, death
cwealmbære,adj," deadly, death-bearing"
cweartern,n," prison, jail"
cweccan,vt," to shake, swing, move, vibrate; shake off, give up"
cwedol,adj, eloquent
cwelan,v, to die
cwellan,v, to kill
cweman,v," to please, satisfy, gratify"
cweme,adj," pleasant, agreeable, acceptable, meet"
cwen,n, queen
cwene,n, a woman
cwenfugol,n, a female bird; hen
cwenlic,adj, queenly
cweorn,n, quern
cweornstan,n," quernstone, millstone"
cweþan,v," to say, tell"
cwic,adj," living, live, alive"
cwicbeam,n, quickbeam
cwice,n, couch grass
cwician,v, to quicken
cwicseolfor,n, quicksilver [mercury]
cwictreow,n," a rowan, aspen, or poplar; quickbeam"
cwidboc,n, book of maxims
cwide,n," a speech, word; saying, term, expression"
cwidræden,n, agreement
cwiesan,v, to crush
cwild,n," plague, pestilence"
cwiþ,n," womb, uterus"
cy,n, plural of cū
cycel,n, a small cake
cycene,n, kitchen
cyll,n," a leathern bottle, flagon, vessel"
cylu,adj, spotted; speckled
cyme,n," coming, arrival; advent, approach"
cymlic,adj," comely, beautiful, lovely, splendid, convenient"
cynd,n," generation, race"
cynde,adj, innate
cyndelic,adj, natural
cynegierd,n, sceptre
cynehelm,n, crown
cynelic,adj, royal
cynerice,n," kingdom, kingric"
cyneþrym,n, kingly host
cyning,n, king
cyningdom,n, kingdom
cyninge,n, queen
cyningrice,n, a kingdom
cynn,n," kind, more specifically family, tribe, race, species"
cypren,adj, made of copper; coppery
cyre,n, choice; free will; election
cyrf,n, an instrument used for cutting
cyrlic,n, charlock
cyrnel,n, a kernel
cyrtel,n, kirtle
cyrtenlæcan,vt," to beautify, make beautiful"
cyssan,v, to kiss
cyst,n, choice
cystan,v," to get, procure"
cystig,adj," choice, preferred, select"
cyþan,v, to make known; tell; relate; proclaim; announce
cyþlæcan,v, to become known
cyþþu,n, knowledge
cæg,n, a key
cægbora,n, key bearer
cæggian,v," to lock, shut"
cærsiht,adj, cressy
da,n," doe, female fallow deer"
dafen,n, what is fitting 
dafenian,v," to be fitting, becoming or seemly, suit"
dagian,v, to dawn
dagung,n," dawn, daybreak"
dah,n, dough
dal,n, division
daroþ,n, dart
dead,adj, dead
deadlic,adj, mortal
deadlicnes,n, mortality
deaf,adj, deaf
deag,n," color; hue, tinge"
deagol,adj, dark
deaw,n, dew
deaþ,n, death
deaþbed,n, deathbed
deaþlic,adj," deadly, mortal, subject to death"
deaþlicnes,n," mortality, liable to death"
deaþscyld,n, capital crime
deaþscyldig,adj," being death-guilty, condemned to death"
deaþslege,n, deathblow
deaþwerig,adj, death-weary
declinian,v, to inflect or decline
declinung,n, declension
defe,adj," suitable, befitting, proper, meek, gentle, kind"
delf,n," digging, excavation"
delfan,v, to dig
delu,n, nipple
dema,n, judge
deman,v, to judge
demend,n, judge
denn,n, den or lair
denu,n," valley, dale"
deofol,n," the Devil, Satan"
deofolcund,adj, diabolical; fiendish
deofollic,adj, demonic
deofolseoc,adj, possessed by a demon
deofolseocnes,n, demonic possession
deon,v, to suck
deop,adj, deep
deoplic,adj, deeply
deopnes,n," deepness, depth"
deor,n," wild animal, beast"
deorc,adj, dark
deorcnes,n," darkness, obscurity"
deorcynn,n," animalkind, beastkind"
deoren,adj," bestial, animal"
deorf,n," labor, toil"
deorfan,v, to labor
deorfellen,adj, made of beast or animal skins
deorling,n, a favourite; darling
deorlingas,n, plural of deorling
derian,v," to hurt, injure ( + dative)"
deriendlic,adj," noxious, nocent, harmful"
diacon,n, deacon
dic,n, ditch; trench; dike
diepe,n, the deep
diere,adj, expensive
dierne,adj," secret, hidden"
diht,n, a setting in order; disposing; contriving; disposition; conduct; consultation; deliberation; purpose; order; arrangement
dihtan,v," to dictate, direct"
dihtian,v, to set in order; arrange; appoint; compose
dihtnian,v, to order; dispose
dilegian,v," to blot out, wipe off, erase"
dimm,adj, dim
disc,n," plate, dish"
discipul,n, scholar
distæf,n, distaff
docga,n," a powerful kind of dog, a hound"
dogor,n, day
dohtor,n, daughter
dol,adj, foolish
dolg,n," a wound, scar"
dom,n," law, statute"
dombec,n, plural of domboc
domboc,n," book of laws, lawbook"
domeadig,adj," blessed with power; mighty, noble, potent"
domern,n, a courthouse or another place of judgment
domhus,n, a house where a court or assembly is held
domleas,adj," inglorious, powerless"
don,v, to do
dor,n," a large door, a gate"
dora,n, bumblebee
dox,adj," dark, swarthy"
draca,n, dragon
dracu,n, trouble; affliction
dragan,v," to draw, drag"
dran,n," male bee, drone"
dream,n," joy, pleasure, ecstasy"
dreamcræft,n, the art of music
dreamere,n, musician
dreamleas,adj," joyless, sad"
dreccan,v, to torture; torment; trouble; vex or afflict
drefan,v," to stir up, trouble, disturb"
drefednes,n," vexation, affliction, tribulation"
drefend,n," disturber, troubler"
drefing,n, disturbance
drenc,n, drink; draught
drencan,v, to make somebody drink
drenccuppe,n, drinking vessel; drinking-cup
dreng,n, warrior; soldier
dreogan,v," to bear, suffer, undergo, endure"
dreopan,v," to drop, drip"
dreor,n," gore, blood"
dreorig,adj, sad
dreorignes,n," dreariness, sadness"
dreosan,v," to fall, to decline, to collapse"
drepan,v," to strike, beat, hit"
drepe,n," a stroke, deathblow"
drieman,v," to rejoice, be merry"
drifan,vt," to drive; force, pursue; drive (back); push"
drihtenlic,adj," belonging to the lord, lordly"
drihtlice,n," a lady, a woman of noble rank"
drincan,v, to drink
drof,adj," draffy, dreggy, dirty, troubled"
droflic,adj," agitated, disturbed, irksome, sad"
dropa,n, drop
dropian,v, to drop
drugaþ,n, dryness
druh,n, dust
druncen,adj, drunk
druncnian,vi, to be drunk
drusian,vi, to immerse; sink
dry,n, a sorcerer or magician
drycræft,n, magic; magical art; sorcery
drygan,v, to dry; make dry
dryge,adj, dry
dryht,n," troop, army"
dryhten,n, lord
dryhtguma,n," warrior, retainer"
drync,n, drink; draught
drægnet,n, dragnet
duce,n, duck (bird)
dufan,v," to dive, sink"
dugan,v," to avail, to be of use, to serve"
duguþ,n," band of warriors, host, army"
dumb,adj," mute, dumb (unable to speak)"
dumbnes,n," muteness, dumbness (inability to speak)"
dun,n," hill, mountain"
dung,n," dungeon, prison"
dunn,adj, brown
durran,v, to dare
duru,n, a door
dust,n, dust; powder; mill dust
dustsceawung,n, viewing or contemplation of dust
dwelan,v," to be lead astray, to err"
dwelian,v," to err, to go astray"
dwellan,v," to mislead, deceive"
dweorg,n, dwarf
dwild,n, error
dwimor,n," phantom, ghost, apparition"
dwinan,v," to waste away, languish, decline, wither"
dwola,n," error, fault, heresy"
dwolcræft,n, foolish craft; magic
dwolma,n, chaos
dwolmann,n, heretic
dwæs,adj," stupid, foolish; dull"
dwæscan,v, to extinguish; quench; put out
dyfan,v, to dive
dyhtig,adj," doughty, strong, valiant"
dyncge,n," dung, manure, litter"
dyne,n, din
dynnan,vi, to make a noise; to resound
dynt,n," blow, strike"
dyppan,v, to dip
dysig,adj, foolish
dæd,n," action, deed, event, exploit"
dædbana,n," an evil-doer, a perpetrator of murder"
dædhata,n," persecutor, perpetrator"
dæfte,adj, accommodating; meek; mild; gentle
dæg,n," day, as a period from sunrise to sunset and [scientifically] as a 24-hour period from sunrise to sunrise"
dæge,n, female servant
dægfeorm,n, a portion of food for a day
dæglic,adj, daily
dægmæl,n," mechanism for telling time, clock"
dægred,n," dawn, the period of the early morning before sunrise when the sun's light begins to brighten the sky"
dægsceald,n, a dayshield; screen
dægsteorra,n, daystar
dægweorc,n, a day's work
dæl,n," part, share, portion"
dælan,v, to share
dælniman,v, to participate
dælnimend,n, participant
ea,n, river
eaca,n," addition, increase, supplement"
eacan,v, to be increased or enlarged
eacen,adj," increased, great, powerful"
ead,n," happiness, prosperity"
eadan,v," to give, be prone to"
eaden,adj," granted, given"
eadig,adj," happy, prosperous"
eafora,n," son, scion, descendant"
eaforan,n, plural of eafora
eafoþ,n, strength
eagduru,n, window
eage,n, eye
eagæppel,n, eyeball
eagþyrel,n, window
eahta,n, eight
eahtafeald,adj, eightfold
eahtian,v," to deliberate, hold council, consult"
eald,adj, old
ealdbacen,adj, stale
ealdfæder,n, grandfather
ealdmodor,n, grandmother
ealdnes,n," oldness, age"
ealdor,n," elder, parent, head of a family; senior man"
ealdorleas,adj, leaderless; lacking a lord or chief
ealdormann,n," a leader, ruler, prince"
ealgian,v, to protect; defend
ealh,n, temple
eall,adj, all
eallic,adj," universal, general, catholic"
ealu,n," beer, ale"
ealuhus,n," place where beer is sold and consumed; pub, tavern, inn"
eam,n, uncle [especially maternal]
ear,n, sea
earclænsend,n, little finger
eard,n," homeland, native soil; one's home, a dwelling"
eardian,v," to occupy, settle; dwell"
eardiend,n," an inhabitant, dweller"
eardiendlic,adj, inhabitable
eardung,n, the act of living or dwelling
eare,n, ear (organ of hearing)
earfoþdæde,adj," hard to do, difficult"
earfoþe,n, work; labour
earfoþhwil,n," Hard time, period of hardship"
earfoþnes,n, difficulty
earfoþþrag,n," time of trouble, evil period"
earg,adj," cowardly, timid"
earh,adj, cowardly
earhring,n, earring
earlæppa,n, ear lobe
earm,n, arm
earmcearig,adj," wretched, careworn"
earmheort,adj, faint-hearted
earmhread,n, arm ornament
earn,n, eagle
earnian,v, to deserve
ears,n," butt, arse"
earsþyrel,n," asshole, anus"
earwicga,n, an earwig or worm
east,n, the east
eastermonaþ,n, April
easterne,adj, eastern
eastre,n, Easter
eastream,n, water stream; river
eastreamyþ,n, a river-flood
eaxl,n, shoulder
eaxlegespann,n," crosspiece, crossbar"
eaþbede,adj, exorable
eaþbene,adj, exorable
eaþdæde,adj, easy to do
eaþe,adj," easy, smooth, not difficult"
eaþmed,n, humility
eaþmedan,v, to humble
eaþmod,adj," humble, lowly"
eaþmodheort,adj," humble-minded, humble at heart"
eaþmodian,v, synonym of ġeēaþmōdian
eaþmodig,adj, humble
eaþmodlic,adj, humble
eaþmodnes,n," humility, meekness"
ece,n," ache, pain"
ecg,n, edge (of a cutting tool or weapon)
ecnes,n, eternity
edcenning,n, regeneration
edcierr,n, a return
edcwic,adj," restored to life, regenerate"
edcwician,v," to requicken, revive, regenerate, restore to life"
edgeong,adj," rejuvenated, made young again"
edgild,n, repayment
edischenn,n, quail
edlesendlic,adj, reciprocal
edlæcan,v," to repeat, renew"
edlæcung,n, a repetition
edor,n," enclosure, hedge, fence"
edstaþelian,v, to establish again; to restore
edstaþeliend,n, a restorer
edstaþelig,adj," strong, firm"
edwenden,n," change, reversal of fortunes; turnabout"
